id_conversa;id_cliente;contatos_previos;reabertura;idioma;segmento_cliente;origem_contato;categoria_assunto;categoria_prevista;area_prevista
CONV-003730;CLI-682CF4139EC5;0;False;EN;CDE;Receptivo;Onboarding - Documentacao;Onboarding - Documentacao;Cadastro/Onboarding
CONV-003653;CLI-848259C9135D;1;False;PT;CDE;Receptivo;Primeiro Acesso;Primeiro Acesso;Suporte Tecnico
CONV-003683;CLI-2EC0570CD4A8;0;False;EN;CDE;Receptivo;Onboarding - Documentacao;Onboarding - Documentacao;Cadastro/Onboarding
CONV-003712;CLI-46F24D1C2E19;5;True;PT;CDE;Receptivo;Termos e Documentacao BR;Termos e Documentacao BR;Cadastro/Onboarding
CONV-003713;CLI-343879D3337A;0;False;ES;CDE;Receptivo;Onboarding - Documentacao;Onboarding - Documentacao;Cadastro/Onboarding
CONV-003697;CLI-BAA6884788D2;0;False;EN;CDE;Receptivo;Cambio;Cambio;Cambio/Backoffice
CONV-003698;CLI-6484E75AD8C2;0;False;PT;Correntista Nacional;Receptivo;Bloqueio TED/PIX;Bloqueio TED/PIX;Prevencao a Fraude
CONV-003724;CLI-2540C8BC5477;0;False;ES;CDE;Receptivo;Primeiro Acesso;Primeiro Acesso;Suporte Tecnico
CONV-003746;CLI-C9E45836A743;0;False;PT;CDE;Receptivo;Primeiro Acesso;Primeiro Acesso;Suporte Tecnico
CONV-003747;CLI-0C32BB0A8D46;0;False;EN;CDE;Receptivo;Ruido / Nao-atendimento;Ruido / Nao-atendimento;
CONV-003748;CLI-6E66CF67DEBB;1;False;PT;CDE;Receptivo;Onboarding - Documentacao;Onboarding - Documentacao;Cadastro/Onboarding
CONV-003655;CLI-0A291A5D29FF;0;False;EN;CDE;Receptivo;Investimentos CDB;Investimentos CDB;Investimentos
CONV-003723;CLI-42AB9E7BAFDB;0;False;EN;CDE;Receptivo;Cambio;Cambio;Cambio/Backoffice
CONV-003688;CLI-E081EF7D789A;0;False;PT;CDE;Receptivo;Cambio;Cambio;Cambio/Backoffice
CONV-003711;CLI-969921760739;2;False;EN;CDE;Receptivo;Primeiro Acesso;Primeiro Acesso;Suporte Tecnico
CONV-003675;CLI-4A18445EC0A9;0;False;PT;CDE;Receptivo;Investimentos CDB;Investimentos CDB;Investimentos
CONV-003677;CLI-72E106E1671A;0;False;EN;CDE;Receptivo;Cartao de Credito;Cartao de Credito;Cartoes
CONV-003651;CLI-969921760739;1;False;EN;CDE;Receptivo;Saldo e Extrato;Saldo e Extrato;Backoffice
CONV-003704;CLI-FEDCB153D766;0;False;PT;CDE;Receptivo;Primeiro Acesso;Primeiro Acesso;Suporte Tecnico
CONV-003714;CLI-B90E5855A5FD;0;False;PT;Correntista Nacional;Ativo;Cartao de Credito;Cartao de Credito;Cartoes
CONV-003715;CLI-7E7BACA0816F;0;False;EN;CDE;Receptivo;Onboarding - Documentacao;Onboarding - Documentacao;Cadastro/Onboarding
CONV-003694;CLI-E0584AF88366;0;False;PT;CDE;Ativo;Primeiro Acesso;Primeiro Acesso;Suporte Tecnico
CONV-003725;CLI-D88B936F8C55;3;True;PT;PJ;Receptivo;Operacoes PJ - Folha e Pagamentos;Operacoes PJ - Folha e Pagamentos;Atendimento PJ
CONV-003718;CLI-693D9676A0F1;2;False;PT;Correntista Nacional;Receptivo;Ruido / Nao-atendimento;Ruido / Nao-atendimento;
CONV-018268;CLI-187C1F027BD3;1;False;PT;Correntista Nacional;Receptivo;Cartao de Credito;Cartao de Credito;Cartoes
CONV-018241;CLI-FA9C6326B2D1;0;False;PT;Correntista Nacional;Receptivo;Cartao de Credito;Cartao de Credito;Cartoes
CONV-018317;CLI-FC7CFAA6F270;2;True;EN;CDE;Ativo;Cambio;Cambio;Cambio/Backoffice
CONV-018299;CLI-73CF65DCF3A7;0;False;PT;CDE;Ativo;Disparo Ativo;Disparo Ativo;
CONV-018236;CLI-BEEB7A6BF77A;2;False;PT;Correntista Nacional;Receptivo;Primeiro Acesso;Primeiro Acesso;Suporte Tecnico
CONV-018217;CLI-3F9BBA79296E;2;False;PT;Correntista Nacional;Receptivo;Cartao de Credito;Cartao de Credito;Cartoes
CONV-018279;CLI-8F3D2A7C9374;10;False;PT;PJ;Ativo;Bloqueio TED/PIX;Bloqueio TED/PIX;Prevencao a Fraude
CONV-018213;CLI-9C1A5ADA4983;0;False;PT;CDE;Receptivo;Onboarding - Documentacao;Onboarding - Documentacao;Cadastro/Onboarding
CONV-018247;CLI-5723ED44CC8B;0;False;PT;Correntista Nacional;Receptivo;Bloqueio TED/PIX;Bloqueio TED/PIX;Prevencao a Fraude
CONV-018259;CLI-B6E5DDF8328F;7;False;PT;Correntista Nacional;Receptivo;Saldo e Extrato;Saldo e Extrato;Backoffice
CONV-018242;CLI-8522F19E5738;1;False;ES;CDE;Receptivo;Primeiro Acesso;Primeiro Acesso;Suporte Tecnico
CONV-018192;CLI-7A3D160ABA5C;3;False;PT;CDE;Receptivo;Cambio;Cambio;Cambio/Backoffice
CONV-018272;CLI-0CAC4CC24CE2;13;True;EN;CDE;Receptivo;Termos e Documentacao BR;Termos e Documentacao BR;Cadastro/Onboarding
CONV-018191;CLI-9E0997BECCAC;0;False;EN;CDE;Receptivo;Bloqueio TED/PIX;Bloqueio TED/PIX;Prevencao a Fraude
CONV-018196;CLI-9FAFB6498C5D;3;True;PT;CDE;Receptivo;Bloqueio TED/PIX;Bloqueio TED/PIX;Prevencao a Fraude
CONV-018221;CLI-C638D229BA37;9;True;PT;CDE;Receptivo;Cambio;Cambio;Cambio/Backoffice
CONV-018214;CLI-61D7DF1CE8A3;0;False;EN;CDE;Receptivo;Onboarding - Documentacao;Onboarding - Documentacao;Cadastro/Onboarding
CONV-018304;CLI-0808AE1431E4;4;False;EN;CDE;Receptivo;Bloqueio TED/PIX;Bloqueio TED/PIX;Prevencao a Fraude
CONV-018201;CLI-C9AB87D58A67;1;False;EN;CDE;Receptivo;Onboarding - Documentacao;Onboarding - Documentacao;Cadastro/Onboarding
CONV-018321;CLI-369E9AC2DFA5;6;False;EN;CDE;Receptivo;Termos e Documentacao BR;Termos e Documentacao BR;Cadastro/Onboarding
CONV-018200;CLI-26EAF0D66A27;2;False;EN;CDE;Receptivo;Primeiro Acesso;Primeiro Acesso;Suporte Tecnico
CONV-018234;CLI-DB12BCB585BD;6;True;PT;CDE;Receptivo;Cambio;Cambio;Cambio/Backoffice
CONV-018194;CLI-0376C8A07583;1;True;PT;CDE;Receptivo;Cambio;Cambio;Cambio/Backoffice
CONV-018277;CLI-E8C81F544C9A;0;False;EN;CDE;Receptivo;Cambio;Cambio;Cambio/Backoffice
CONV-018305;CLI-ADD0F900FB09;3;False;PT;Correntista Nacional;Receptivo;Cartao de Credito;Cartao de Credito;Cartoes
CONV-018245;CLI-A3FC69B5D5D1;0;False;PT;CDE;Receptivo;Saldo e Extrato;Saldo e Extrato;Backoffice
CONV-018202;CLI-26FA62E1EC97;0;False;EN;CDE;Receptivo;Cambio;Cambio;Cambio/Backoffice
CONV-018244;CLI-8BDDB25F9AB9;5;False;EN;CDE;Receptivo;Onboarding - Documentacao;Onboarding - Documentacao;Cadastro/Onboarding
CONV-018238;CLI-2895310AD5AA;3;False;EN;CDE;Receptivo;Bloqueio TED/PIX;Bloqueio TED/PIX;Prevencao a Fraude
CONV-018320;CLI-6015DE509C07;0;False;EN;CDE;Receptivo;Bloqueio TED/PIX;Bloqueio TED/PIX;Prevencao a Fraude
CONV-024958;CLI-63253A9079DA;17;True;EN;CDE;Receptivo;Primeiro Acesso;Primeiro Acesso;Suporte Tecnico
CONV-024931;CLI-3FEE3071EE80;0;False;EN;CDE;Receptivo;Onboarding - Documentacao;Onboarding - Documentacao;Cadastro/Onboarding
CONV-024916;CLI-D32D4BB1A96E;0;False;EN;CDE;Receptivo;Ruido / Nao-atendimento;Ruido / Nao-atendimento;
CONV-024806;CLI-98AE06858B44;0;False;EN;CDE;Receptivo;Ruido / Nao-atendimento;Ruido / Nao-atendimento;
CONV-024889;CLI-21810C6D53E6;16;False;EN;CDE;Receptivo;Bloqueio TED/PIX;Bloqueio TED/PIX;Prevencao a Fraude
CONV-024895;CLI-8154DC5E45DF;0;False;ES;CDE;Receptivo;Primeiro Acesso;Primeiro Acesso;Suporte Tecnico
CONV-024986;CLI-F825012ADA1E;1;False;PT;Correntista Nacional;Receptivo;Cartao de Credito;Cartao de Credito;Cartoes
CONV-024950;CLI-696C7309DA12;1;False;PT;CDE;Receptivo;Alteracao de Limites;Alteracao de Limites;Mesa de Limites
CONV-024801;CLI-4F8BF6B7B77C;0;False;EN;CDE;Receptivo;Primeiro Acesso;Primeiro Acesso;Suporte Tecnico
CONV-024922;CLI-FFFFBDB50AF2;0;False;PT;CDE;Receptivo;Onboarding - Documentacao;Onboarding - Documentacao;Cadastro/Onboarding
CONV-024804;CLI-7F58FE624ACB;5;False;PT;CDE;Receptivo;Bloqueio TED/PIX;Bloqueio TED/PIX;Prevencao a Fraude
CONV-024887;CLI-5BA658306FCD;3;False;PT;Correntista Nacional;Receptivo;Alteracao de Limites;Alteracao de Limites;Mesa de Limites
CONV-024946;CLI-AF4FDEE7F4B3;4;False;EN;CDE;Receptivo;Primeiro Acesso;Primeiro Acesso;Suporte Tecnico
CONV-024962;CLI-AC1F2CFBE831;0;False;PT;CDE;Receptivo;Alteracao de Limites;Alteracao de Limites;Mesa de Limites
CONV-024955;CLI-CF773938D1E0;1;False;ES;CDE;Receptivo;Cambio;Cambio;Cambio/Backoffice
CONV-024814;CLI-2ECAD3A3208E;1;True;PT;CDE;Receptivo;Cambio;Cambio;Cambio/Backoffice
CONV-024899;CLI-BDA6C508941A;2;False;PT;CDE;Receptivo;Onboarding - Documentacao;Onboarding - Documentacao;Cadastro/Onboarding
CONV-024864;CLI-F2619D4C1702;10;False;PT;CDE;Receptivo;Bloqueio TED/PIX;Bloqueio TED/PIX;Prevencao a Fraude
CONV-024828;CLI-33A6CC92EE4F;3;True;PT;Correntista Nacional;Receptivo;Investimentos CDB;Investimentos CDB;Investimentos
CONV-024964;CLI-3205F24D9F3F;0;False;PT;CDE;Ativo;Termos e Documentacao BR;Termos e Documentacao BR;Cadastro/Onboarding
CONV-024894;CLI-9F7A0A9337A1;7;False;EN;CDE;Ativo;Saldo e Extrato;Saldo e Extrato;Backoffice
CONV-024952;CLI-1065FB29ACC9;1;False;PT;CDE;Ativo;Cambio;Cambio;Cambio/Backoffice
CONV-024878;CLI-FE49888AA5E5;1;False;PT;CDE;Receptivo;Onboarding - Documentacao;Onboarding - Documentacao;Cadastro/Onboarding
CONV-024793;CLI-8B25C172D2CC;1;False;EN;CDE;Receptivo;Cambio;Cambio;Cambio/Backoffice
CONV-024846;CLI-B64BC32FFB2D;7;False;PT;CDE;Receptivo;Bloqueio TED/PIX;Bloqueio TED/PIX;Prevencao a Fraude
CONV-024847;CLI-CC331D590614;33;False;PT;CDE;Receptivo;Onboarding - Documentacao;Onboarding - Documentacao;Cadastro/Onboarding
CONV-024944;CLI-5CDB5C48FC94;0;False;PT;CDE;Ativo;Cartao de Credito;Cartao de Credito;Cartoes
CONV-024992;CLI-C1B5F3E3DCAF;1;False;EN;CDE;Receptivo;Cartao de Credito;Cartao de Credito;Cartoes
CONV-024942;CLI-47DA3B37496C;2;False;EN;CDE;Ativo;Primeiro Acesso;Primeiro Acesso;Suporte Tecnico
CONV-024930;CLI-5CAA2D10A4E0;3;True;PT;CDE;Receptivo;Bloqueio TED/PIX;Bloqueio TED/PIX;Prevencao a Fraude
CONV-024867;CLI-C98B5C98AFE7;0;False;ES;CDE;Receptivo;Cambio;Cambio;Cambio/Backoffice
CONV-024954;CLI-4363E7D378DD;1;False;EN;CDE;Receptivo;Saldo e Extrato;Saldo e Extrato;Backoffice
CONV-024966;CLI-8C209C5B20D2;2;False;PT;Correntista Nacional;Receptivo;Saldo e Extrato;Saldo e Extrato;Backoffice
CONV-024792;CLI-9A0810559453;0;False;PT;Correntista Nacional;Receptivo;Alteracao de Limites;Alteracao de Limites;Mesa de Limites
CONV-024893;CLI-D39D7C4C66FA;7;False;PT;Correntista Nacional;Receptivo;Bloqueio TED/PIX;Bloqueio TED/PIX;Prevencao a Fraude
CONV-024873;CLI-DBB1382CFEE2;0;False;PT;Correntista Nacional;Receptivo;Cartao de Credito;Cartao de Credito;Cartoes
CONV-024861;CLI-187C1F027BD3;2;True;PT;Correntista Nacional;Receptivo;Bloqueio TED/PIX;Bloqueio TED/PIX;Prevencao a Fraude
CONV-024913;CLI-D1916EAB03AC;2;False;PT;Correntista Nacional;Receptivo;Bloqueio TED/PIX;Bloqueio TED/PIX;Prevencao a Fraude
CONV-024974;CLI-D39D7C4C66FA;8;False;PT;Correntista Nacional;Receptivo;Alteracao de Limites;Alteracao de Limites;Mesa de Limites
CONV-024823;CLI-CE5890B777FE;20;True;ES;CDE;Ativo;Saldo e Extrato;Saldo e Extrato;Backoffice
CONV-024853;CLI-7266F4878846;2;False;PT;Correntista Nacional;Receptivo;Cambio;Cambio;Cambio/Backoffice
CONV-024892;CLI-1E5F9938ECEE;1;True;PT;Correntista Nacional;Receptivo;Cartao de Credito;Cartao de Credito;Cartoes
CONV-024984;CLI-99418D087D54;3;False;PT;Correntista Nacional;Receptivo;Investimentos CDB;Investimentos CDB;Investimentos
CONV-024995;CLI-73585CBE04B6;1;True;ES;CDE;Receptivo;Termos e Documentacao BR;Termos e Documentacao BR;Cadastro/Onboarding
CONV-024856;CLI-3C36EFDC653A;18;False;PT;CDE;Receptivo;Investimentos CDB;Investimentos CDB;Investimentos
CONV-024799;CLI-B90E5855A5FD;8;False;PT;Correntista Nacional;Receptivo;Bloqueio TED/PIX;Bloqueio TED/PIX;Prevencao a Fraude
CONV-024963;CLI-12D95895B6B7;4;False;PT;Correntista Nacional;Receptivo;Primeiro Acesso;Primeiro Acesso;Suporte Tecnico
CONV-028399;CLI-0163AD8802CB;15;True;EN;CDE;Ativo;Disparo Ativo;Disparo Ativo;
CONV-028539;CLI-38C93C3F2BCF;0;False;PT;CDE;Ativo;Disparo Ativo;Disparo Ativo;
CONV-028500;CLI-7E7BACA0816F;1;False;EN;CDE;Ativo;Investimentos CDB;Investimentos CDB;Investimentos
CONV-028563;CLI-D5EC3789016E;10;True;PT;CDE;Receptivo;Bloqueio TED/PIX;Bloqueio TED/PIX;Prevencao a Fraude
CONV-028531;CLI-16E14DCBC72A;1;False;EN;CDE;Receptivo;Alteracao de Limites;Alteracao de Limites;Mesa de Limites
CONV-028632;CLI-24CE33B76E3F;2;False;EN;CDE;Receptivo;Investimentos CDB;Investimentos CDB;Investimentos
CONV-028540;CLI-3096355EFBC7;0;False;PT;CDE;Receptivo;Alteracao de Limites;Alteracao de Limites;Mesa de Limites
CONV-028432;CLI-F42256802331;2;False;PT;Correntista Nacional;Receptivo;Ruido / Nao-atendimento;Ruido / Nao-atendimento;
CONV-028376;CLI-AEC76FF04791;2;True;PT;PJ;Receptivo;Ruido / Nao-atendimento;Ruido / Nao-atendimento;
CONV-028533;CLI-1C9F2C41DAE4;2;False;PT;CDE;Ativo;Disparo Ativo;Disparo Ativo;
CONV-028506;CLI-FF1B11AF9F81;0;False;PT;CDE;Receptivo;Cambio;Cambio;Cambio/Backoffice
CONV-028403;CLI-717B8D032327;0;False;PT;CDE;Receptivo;Onboarding - Documentacao;Onboarding - Documentacao;Cadastro/Onboarding
CONV-028451;CLI-75BBF3FB84E3;0;False;PT;CDE;Receptivo;Alteracao de Limites;Alteracao de Limites;Mesa de Limites
CONV-028614;CLI-E51D13F25105;1;False;PT;CDE;Receptivo;Alteracao de Limites;Alteracao de Limites;Mesa de Limites
CONV-028406;CLI-4706E48087D2;2;False;PT;CDE;Receptivo;Cartao de Credito;Cartao de Credito;Cartoes
CONV-028580;CLI-1C70FC9B211D;3;True;ES;CDE;Receptivo;Alteracao de Limites;Alteracao de Limites;Mesa de Limites
CONV-028483;CLI-7C417839DC2A;3;False;EN;CDE;Receptivo;Ruido / Nao-atendimento;Ruido / Nao-atendimento;
CONV-028564;CLI-9CAEF963DF7E;0;False;PT;CDE;Receptivo;Cambio;Cambio;Cambio/Backoffice
CONV-028481;CLI-1A4939746757;0;False;ES;CDE;Receptivo;Bloqueio TED/PIX;Bloqueio TED/PIX;Prevencao a Fraude
CONV-028502;CLI-C4C27E9B7975;0;False;EN;CDE;Receptivo;Onboarding - Documentacao;Onboarding - Documentacao;Cadastro/Onboarding
CONV-028630;CLI-6A37EBE32516;0;False;EN;CDE;Receptivo;Onboarding - Documentacao;Onboarding - Documentacao;Cadastro/Onboarding
CONV-028589;CLI-343879D3337A;2;True;ES;CDE;Receptivo;Ruido / Nao-atendimento;Ruido / Nao-atendimento;
CONV-028596;CLI-D51847C97B04;0;False;EN;CDE;Receptivo;Termos e Documentacao BR;Termos e Documentacao BR;Cadastro/Onboarding
CONV-028434;CLI-BB8CE8B92181;11;False;ES;CDE;Receptivo;Alteracao de Limites;Alteracao de Limites;Mesa de Limites
CONV-028443;CLI-CE5890B777FE;23;False;ES;CDE;Receptivo;Saldo e Extrato;Saldo e Extrato;Backoffice
CONV-028379;CLI-444A925A2201;2;True;EN;CDE;Ativo;Primeiro Acesso;Primeiro Acesso;Suporte Tecnico
CONV-028482;CLI-F99D9B3FBBC6;4;False;PT;Correntista Nacional;Receptivo;Bloqueio TED/PIX;Bloqueio TED/PIX;Prevencao a Fraude
CONV-028568;CLI-B90E5855A5FD;9;True;PT;Correntista Nacional;Ativo;Alteracao de Limites;Alteracao de Limites;Mesa de Limites
CONV-028547;CLI-FE4BE13EB7F5;7;False;PT;Correntista Nacional;Receptivo;Bloqueio TED/PIX;Bloqueio TED/PIX;Prevencao a Fraude
CONV-028520;CLI-B5C77A4DBF7B;11;True;PT;Correntista Nacional;Receptivo;Cartao de Credito;Cartao de Credito;Cartoes
CONV-028559;CLI-29EB9F7B4C52;0;False;PT;Correntista Nacional;Receptivo;Investimentos CDB;Investimentos CDB;Investimentos
CONV-028392;CLI-33A6CC92EE4F;5;False;PT;Correntista Nacional;Receptivo;Ruido / Nao-atendimento;Ruido / Nao-atendimento;
CONV-028581;CLI-5778C3D16EB9;2;False;PT;Correntista Nacional;Ativo;Cartao de Credito;Cartao de Credito;Cartoes
CONV-028616;CLI-2F45933C393F;0;False;EN;Correntista Nacional;Receptivo;Saldo e Extrato;Saldo e Extrato;Backoffice
CONV-028386;CLI-FF58D02ECB9C;2;True;PT;Correntista Nacional;Ativo;Bloqueio TED/PIX;Bloqueio TED/PIX;Prevencao a Fraude
CONV-028470;CLI-80A771FF7C46;8;False;PT;Correntista Nacional;Receptivo;Saldo e Extrato;Saldo e Extrato;Backoffice
CONV-028421;CLI-DC4CE83B1D12;1;False;PT;Correntista Nacional;Receptivo;Bloqueio TED/PIX;Bloqueio TED/PIX;Prevencao a Fraude
CONV-028541;CLI-B9E23B7887A8;0;False;PT;Correntista Nacional;Receptivo;Ruido / Nao-atendimento;Ruido / Nao-atendimento;
CONV-028617;CLI-AAE3AAB86918;6;False;EN;Correntista Nacional;Receptivo;Bloqueio TED/PIX;Bloqueio TED/PIX;Prevencao a Fraude
CONV-028439;CLI-03A9689D63E9;0;False;PT;Correntista Nacional;Receptivo;Primeiro Acesso;Primeiro Acesso;Suporte Tecnico
CONV-028495;CLI-E06130108A55;5;True;PT;Correntista Nacional;Receptivo;Investimentos CDB;Investimentos CDB;Investimentos
CONV-028527;CLI-D39D7C4C66FA;12;False;PT;Correntista Nacional;Receptivo;Investimentos CDB;Investimentos CDB;Investimentos
CONV-028494;CLI-D9A3A720C06C;6;False;PT;Correntista Nacional;Receptivo;Cartao de Credito;Cartao de Credito;Cartoes
CONV-028607;CLI-C458FB1789CD;1;True;PT;Correntista Nacional;Receptivo;Saldo e Extrato;Saldo e Extrato;Backoffice
CONV-028408;CLI-5883952D6D3D;17;True;PT;CDE;Receptivo;Bloqueio TED/PIX;Bloqueio TED/PIX;Prevencao a Fraude
CONV-028555;CLI-5DFF344D6521;8;False;PT;CDE;Receptivo;Bloqueio TED/PIX;Bloqueio TED/PIX;Prevencao a Fraude
CONV-028534;CLI-5F8F1842121B;0;False;EN;CDE;Ativo;Disparo Ativo;Disparo Ativo;
CONV-028401;CLI-D408C337D512;4;False;EN;CDE;Receptivo;Termos e Documentacao BR;Termos e Documentacao BR;Cadastro/Onboarding
CONV-028444;CLI-456CCCACD442;2;False;PT;CDE;Ativo;Bloqueio TED/PIX;Bloqueio TED/PIX;Prevencao a Fraude
CONV-028466;CLI-A51D82BD5060;0;False;PT;CDE;Receptivo;Onboarding - Documentacao;Onboarding - Documentacao;Cadastro/Onboarding
CONV-028486;CLI-C9F0433A950F;0;False;ES;CDE;Receptivo;Bloqueio TED/PIX;Bloqueio TED/PIX;Prevencao a Fraude
CONV-028467;CLI-7768E77328A0;9;False;PT;CDE;Receptivo;Primeiro Acesso;Primeiro Acesso;Suporte Tecnico
CONV-028404;CLI-D550D218E187;2;True;ES;CDE;Receptivo;Primeiro Acesso;Primeiro Acesso;Suporte Tecnico
CONV-028446;CLI-61E3BBC382EA;0;False;PT;CDE;Receptivo;Primeiro Acesso;Primeiro Acesso;Suporte Tecnico
CONV-028566;CLI-73585CBE04B6;2;False;ES;CDE;Receptivo;Primeiro Acesso;Primeiro Acesso;Suporte Tecnico
CONV-028560;CLI-24ABC101E27A;1;True;EN;CDE;Receptivo;Cambio;Cambio;Cambio/Backoffice
CONV-028524;CLI-BE6E41E625E9;7;True;EN;CDE;Receptivo;Ruido / Nao-atendimento;Ruido / Nao-atendimento;
CONV-028465;CLI-619EE89C2D41;3;False;PT;CDE;Receptivo;Primeiro Acesso;Primeiro Acesso;Suporte Tecnico
CONV-028396;CLI-12B2EC6D8C8F;0;False;PT;CDE;Receptivo;Primeiro Acesso;Primeiro Acesso;Suporte Tecnico
CONV-028598;CLI-A648482F9FD9;4;False;ES;CDE;Receptivo;Bloqueio TED/PIX;Bloqueio TED/PIX;Prevencao a Fraude
CONV-020924;CLI-7F42A96C29D2;2;False;EN;CDE;Receptivo;Cartao de Credito;Cartao de Credito;Cartoes
CONV-020945;CLI-0B659A500F1D;1;False;EN;CDE;Receptivo;Alteracao de Limites;Alteracao de Limites;Mesa de Limites
CONV-020916;CLI-CEF58E9CC5B0;1;False;PT;PJ;Receptivo;Operacoes PJ - Folha e Pagamentos;Operacoes PJ - Folha e Pagamentos;Atendimento PJ
CONV-020968;CLI-86A6065886AA;1;False;PT;PJ;Ativo;Operacoes PJ - Folha e Pagamentos;Operacoes PJ - Folha e Pagamentos;Atendimento PJ
CONV-020983;CLI-8F3D2A7C9374;13;False;PT;PJ;Receptivo;Alteracao de Limites;Alteracao de Limites;Mesa de Limites
CONV-020886;CLI-8BEAF4F7D40F;0;False;PT;CDE;Receptivo;Cartao de Credito;Cartao de Credito;Cartoes
CONV-020903;CLI-E8ABFF6E5905;0;False;PT;CDE;Receptivo;Termos e Documentacao BR;Termos e Documentacao BR;Cadastro/Onboarding
CONV-020954;CLI-84FF6B1C39FC;4;False;PT;CDE;Receptivo;Ruido / Nao-atendimento;Ruido / Nao-atendimento;
CONV-020830;CLI-B453866FCB5E;0;False;PT;CDE;Receptivo;Alteracao de Limites;Alteracao de Limites;Mesa de Limites
CONV-020856;CLI-42656A78037F;3;True;PT;CDE;Receptivo;Cambio;Cambio;Cambio/Backoffice
CONV-020958;CLI-FCBCF763D311;1;False;PT;CDE;Receptivo;Cartao de Credito;Cartao de Credito;Cartoes
CONV-020938;CLI-2457A4042054;4;False;PT;CDE;Receptivo;Cambio;Cambio;Cambio/Backoffice
CONV-020960;CLI-1D7893CCBC53;3;False;PT;CDE;Receptivo;Cambio;Cambio;Cambio/Backoffice
CONV-020890;CLI-6D7EA8B04AC8;22;False;ES;CDE;Receptivo;Cambio;Cambio;Cambio/Backoffice
CONV-020851;CLI-937D46655765;1;True;EN;CDE;Receptivo;Termos e Documentacao BR;Termos e Documentacao BR;Cadastro/Onboarding
CONV-020891;CLI-FF75E283A612;2;True;EN;CDE;Receptivo;Ruido / Nao-atendimento;Ruido / Nao-atendimento;
CONV-021010;CLI-536990FA5CBD;4;False;EN;CDE;Ativo;Bloqueio TED/PIX;Bloqueio TED/PIX;Prevencao a Fraude
CONV-020843;CLI-8048CF3E3E27;0;False;EN;CDE;Ativo;Disparo Ativo;Disparo Ativo;
CONV-020992;CLI-85AC55B48201;2;False;EN;CDE;Receptivo;Termos e Documentacao BR;Termos e Documentacao BR;Cadastro/Onboarding
CONV-020869;CLI-282277672467;3;False;EN;CDE;Receptivo;Bloqueio TED/PIX;Bloqueio TED/PIX;Prevencao a Fraude
CONV-020842;CLI-DB12BCB585BD;7;True;PT;CDE;Receptivo;Bloqueio TED/PIX;Bloqueio TED/PIX;Prevencao a Fraude
CONV-020973;CLI-F989E44C1946;2;False;EN;CDE;Receptivo;Investimentos CDB;Investimentos CDB;Investimentos
CONV-020800;CLI-576B5D0C9B8A;0;False;ES;CDE;Receptivo;Primeiro Acesso;Primeiro Acesso;Suporte Tecnico
CONV-020832;CLI-39FF29E23F7A;0;False;EN;CDE;Receptivo;Cambio;Cambio;Cambio/Backoffice
CONV-020797;CLI-642F1763105E;5;False;ES;CDE;Receptivo;Cambio;Cambio;Cambio/Backoffice
CONV-020781;CLI-87138F0BB69A;0;False;PT;CDE;Receptivo;Ruido / Nao-atendimento;Ruido / Nao-atendimento;
CONV-020876;CLI-0CF446278B30;1;False;PT;CDE;Receptivo;Termos e Documentacao BR;Termos e Documentacao BR;Cadastro/Onboarding
CONV-020838;CLI-D2EF6739F0CF;4;True;ES;CDE;Receptivo;Cartao de Credito;Cartao de Credito;Cartoes
CONV-021002;CLI-A327D175A016;4;False;EN;CDE;Ativo;Disparo Ativo;Disparo Ativo;
CONV-020782;CLI-ECC9D1A66325;11;False;PT;Correntista Nacional;Receptivo;Saldo e Extrato;Saldo e Extrato;Backoffice
CONV-020776;CLI-71237B6AEEA7;0;False;PT;Correntista Nacional;Receptivo;Alteracao de Limites;Alteracao de Limites;Mesa de Limites
CONV-020949;CLI-5236279F52E3;2;False;PT;Correntista Nacional;Receptivo;Bloqueio TED/PIX;Bloqueio TED/PIX;Prevencao a Fraude
CONV-020984;CLI-B5C77A4DBF7B;9;True;PT;Correntista Nacional;Receptivo;Bloqueio TED/PIX;Bloqueio TED/PIX;Prevencao a Fraude
CONV-020813;CLI-E85990DB859A;2;True;PT;Correntista Nacional;Receptivo;Alteracao de Limites;Alteracao de Limites;Mesa de Limites
CONV-020841;CLI-0055902852A4;9;False;PT;Correntista Nacional;Receptivo;Alteracao de Limites;Alteracao de Limites;Mesa de Limites
CONV-020977;CLI-693D9676A0F1;7;False;PT;Correntista Nacional;Receptivo;Onboarding - Documentacao;Onboarding - Documentacao;Cadastro/Onboarding
CONV-020821;CLI-0643F15C20D6;1;False;PT;Correntista Nacional;Receptivo;Investimentos CDB;Investimentos CDB;Investimentos
CONV-020822;CLI-EF5152AC8E63;2;False;PT;Correntista Nacional;Receptivo;Cartao de Credito;Cartao de Credito;Cartoes
CONV-020901;CLI-9B21A226F11A;9;False;EN;CDE;Receptivo;Cambio;Cambio;Cambio/Backoffice
CONV-020785;CLI-7768E77328A0;6;False;PT;CDE;Receptivo;Bloqueio TED/PIX;Bloqueio TED/PIX;Prevencao a Fraude
CONV-020786;CLI-44466D266275;0;False;EN;CDE;Receptivo;Cambio;Cambio;Cambio/Backoffice
CONV-020801;CLI-4C90A521B637;4;False;PT;CDE;Receptivo;Cambio;Cambio;Cambio/Backoffice
CONV-020827;CLI-CC331D590614;26;False;PT;CDE;Receptivo;Cambio;Cambio;Cambio/Backoffice
