id_conversa;id_cliente;segmento_cliente;idioma;categoria_assunto;ordem;timestamp;remetente;texto;sentimento;tipo_midia;contem_dado_mascarado
CONV-020441;CLI-B2459EBDD93A;CDE;EN;Termos e Documentacao BR;7;2026-02-17 02:25:47;Cliente;I see, and then? 🙂 My email is [EMAIL].;Neutro;texto;True
CONV-020441;CLI-B2459EBDD93A;CDE;EN;Termos e Documentacao BR;8;2026-02-17 02:26:01;Kenzie;I'm checking the details here.;;texto;False
CONV-020441;CLI-B2459EBDD93A;CDE;EN;Termos e Documentacao BR;9;2026-02-17 02:27:01;Cliente;ok, what's the next step?;Neutro;texto;False
CONV-020441;CLI-B2459EBDD93A;CDE;EN;Termos e Documentacao BR;10;2026-02-17 02:27:05;Kenzie;I'll transfer you to a human agent, one moment.;;texto;False
CONV-022080;CLI-81AD6700C858;Correntista Nacional;PT;Onboarding - Documentacao;1;2026-02-17 05:37:10;Cliente;Meu comprovante de residencia foi recusado no cadastro.;Neutro;texto;False
CONV-022080;CLI-81AD6700C858;Correntista Nacional;PT;Onboarding - Documentacao;2;2026-02-17 05:37:14;Kenzie;Ola! Sou a Kenzie, assistente virtual do banco. Como posso ajudar? Para o cadastro aceitamos documento oficial com foto e comprovante recente. Posso verificar seu envio.;;texto;False
CONV-022080;CLI-81AD6700C858;Correntista Nacional;PT;Onboarding - Documentacao;3;2026-02-17 05:37:50;Cliente;E agora, como prosseguimos?;Neutro;texto;False
CONV-022080;CLI-81AD6700C858;Correntista Nacional;PT;Onboarding - Documentacao;4;2026-02-17 05:38:04;Kenzie;Ja localizei seu cadastro, um instante.;;texto;False
CONV-022080;CLI-81AD6700C858;Correntista Nacional;PT;Onboarding - Documentacao;5;2026-02-17 05:39:18;Cliente;Certo, mas continuo insatisfeito. Isso e um absurdo.;Negativo;texto;False
CONV-022080;CLI-81AD6700C858;Correntista Nacional;PT;Onboarding - Documentacao;6;2026-02-17 05:39:22;Kenzie;Sinto muito por nao resolver por aqui. Estou a disposicao.;;texto;False
CONV-022124;CLI-33122F6F5886;CDE;EN;Ruido / Nao-atendimento;1;2026-02-17 17:49:17;Cliente;? 🙂;Neutro;texto;False
CONV-022124;CLI-33122F6F5886;CDE;EN;Ruido / Nao-atendimento;2;2026-02-17 17:49:27;Kenzie;Hello! I'm Kenzie, the bank's virtual assistant. How can I help? All good! I'm here if you need me.;;texto;False
CONV-023954;CLI-DA52BE2A24B6;CDE;PT;Ruido / Nao-atendimento;1;2026-02-17 18:48:54;Cliente;testando 🙂;Neutro;texto;False
CONV-023954;CLI-DA52BE2A24B6;CDE;PT;Ruido / Nao-atendimento;2;2026-02-17 18:49:13;Kenzie;Ola! Sou a Kenzie, assistente virtual do banco. Como posso ajudar? Tudo bem! Estou por aqui se precisar.;;texto;False
CONV-023954;CLI-DA52BE2A24B6;CDE;PT;Ruido / Nao-atendimento;3;2026-02-17 18:49:44;Cliente;[foto anexada] Obrigado!;Positivo;imagem;False
CONV-024340;CLI-23975CC718D7;CDE;ES;Ruido / Nao-atendimento;1;2026-02-18 00:23:19;Cliente;Fue un error, ignoralo.;Neutro;texto;False
CONV-024340;CLI-23975CC718D7;CDE;ES;Ruido / Nao-atendimento;2;2026-02-18 00:23:26;Kenzie;Hola! Soy Kenzie, asistente virtual del banco. Como puedo ayudar? Sin problema! Si necesitas algo, avisame.;;texto;False
CONV-026493;CLI-7F10D3C262D0;Correntista Nacional;PT;Investimentos CDB;1;2026-02-17 02:39:29;Cliente;Como invisto no CDB pelo app? Que servico pessimo, decepcionante.;Negativo;texto;False
CONV-026493;CLI-7F10D3C262D0;Correntista Nacional;PT;Investimentos CDB;2;2026-02-17 02:39:49;Kenzie;Ola! Sou a Kenzie, assistente virtual do banco. Como posso ajudar? Oferecemos CDB Prefixado, Pos-fixado e IPCA. Posso comparar os rendimentos.;;texto;False
CONV-026493;CLI-7F10D3C262D0;Correntista Nacional;PT;Investimentos CDB;3;2026-02-17 02:40:02;Kenzie;Desculpe, acho que nao entendi. Voce quer falar sobre cartao de credito?;;texto;False
CONV-026493;CLI-7F10D3C262D0;Correntista Nacional;PT;Investimentos CDB;4;2026-02-17 02:41:09;Cliente;[audio transcrito] Nao, nao e sobre isso. 😠;Negativo;audio;False
CONV-026493;CLI-7F10D3C262D0;Correntista Nacional;PT;Investimentos CDB;5;2026-02-17 02:41:14;Kenzie;Oferecemos CDB Prefixado, Pos-fixado e IPCA. Posso comparar os rendimentos.;;texto;False
CONV-026493;CLI-7F10D3C262D0;Correntista Nacional;PT;Investimentos CDB;6;2026-02-17 02:41:50;Cliente;Entendi, e depois disso? Meu telefone e [TELEFONE].;Neutro;texto;True
CONV-026493;CLI-7F10D3C262D0;Correntista Nacional;PT;Investimentos CDB;7;2026-02-17 02:41:59;Kenzie;Ja localizei seu cadastro, um instante.;;texto;False
CONV-026493;CLI-7F10D3C262D0;Correntista Nacional;PT;Investimentos CDB;8;2026-02-17 02:42:17;Cliente;[audio transcrito] certo, mas continuo insatisfeito. estou muito frustrado com isso. 😞;Negativo;audio;False
CONV-026493;CLI-7F10D3C262D0;Correntista Nacional;PT;Investimentos CDB;9;2026-02-17 02:42:23;Kenzie;Sinto muito por nao resolver por aqui. Estou a disposicao.;;texto;False
CONV-032688;CLI-BB9EDE6CE634;CDE;EN;Bloqueio TED/PIX;1;2026-02-17 01:37:44;Cliente;my pix was blocked without notice!;Neutro;texto;False
CONV-032688;CLI-BB9EDE6CE634;CDE;EN;Bloqueio TED/PIX;2;2026-02-17 01:37:57;Kenzie;Hello! I'm Kenzie, the bank's virtual assistant. How can I help? Sorry for the trouble. Blocks happen for security. I'm checking it now.;;texto;False
CONV-032688;CLI-BB9EDE6CE634;CDE;EN;Bloqueio TED/PIX;3;2026-02-17 01:39:31;Cliente;And how do we proceed now?;Neutro;texto;False
CONV-032688;CLI-BB9EDE6CE634;CDE;EN;Bloqueio TED/PIX;4;2026-02-17 01:39:36;Kenzie;Sure, let me check that for you.;;texto;False
CONV-032688;CLI-BB9EDE6CE634;CDE;EN;Bloqueio TED/PIX;5;2026-02-17 01:40:21;Cliente;[foto anexada] I still have the same problem.  I'm very unhappy with the bank. My phone number is [TELEFONE].;Negativo;imagem;True
CONV-032688;CLI-BB9EDE6CE634;CDE;EN;Bloqueio TED/PIX;6;2026-02-17 01:40:30;Kenzie;I found your profile, one moment.;;texto;False
CONV-032688;CLI-BB9EDE6CE634;CDE;EN;Bloqueio TED/PIX;7;2026-02-17 01:41:02;Cliente;Ok, what's the next steep?;Neutro;texto;False
CONV-032688;CLI-BB9EDE6CE634;CDE;EN;Bloqueio TED/PIX;8;2026-02-17 01:41:26;Kenzie;I'm checking the details here.;;texto;False
CONV-032688;CLI-BB9EDE6CE634;CDE;EN;Bloqueio TED/PIX;9;2026-02-17 01:42:42;Cliente;i see, and then? My tax ID is [CPF].;Neutro;texto;True
CONV-032688;CLI-BB9EDE6CE634;CDE;EN;Bloqueio TED/PIX;10;2026-02-17 01:42:51;Kenzie;I found your profile, one moment.;;texto;False
CONV-033240;CLI-03012E99CD02;CDE;EN;Termos e Documentacao BR;1;2026-02-17 03:10:55;Cliente;[audio transcrito] What is CPF and why do I need it?;Neutro;audio;False
CONV-033240;CLI-03012E99CD02;CDE;EN;Termos e Documentacao BR;2;2026-02-17 03:11:06;Kenzie;"Hello! I'm Kenzie, the bank's virtual assistant. How can I help? CPF is the Brazilian tax ID; PIX is the instant payment system. I can explain step by step.";;texto;False
CONV-033240;CLI-03012E99CD02;CDE;EN;Termos e Documentacao BR;3;2026-02-17 03:11:49;Cliente;And how do we proceed now?;Neutro;texto;False
CONV-033240;CLI-03012E99CD02;CDE;EN;Termos e Documentacao BR;4;2026-02-17 03:11:56;Kenzie;I found your profile, one moment.;;texto;False
CONV-033240;CLI-03012E99CD02;CDE;EN;Termos e Documentacao BR;5;2026-02-17 03:13:02;Cliente;It still doesn't work. This is unacceptable.;Negativo;texto;False
CONV-033240;CLI-03012E99CD02;CDE;EN;Termos e Documentacao BR;6;2026-02-17 03:13:09;Kenzie;I'll transfer you to a human agent, one moment.;;texto;False
CONV-033240;CLI-03012E99CD02;CDE;EN;Termos e Documentacao BR;7;2026-02-17 03:18:20;Atendente Humano;Hello, this is human support. I've taken over your case.;;texto;False
CONV-033240;CLI-03012E99CD02;CDE;EN;Termos e Documentacao BR;8;2026-02-17 03:19:31;Cliente;[audio transcrito] I see, and then?;Neutro;audio;False
CONV-033240;CLI-03012E99CD02;CDE;EN;Termos e Documentacao BR;9;2026-02-17 03:21:19;Atendente Humano;I've checked part of it, one more moment.;;texto;False
CONV-033240;CLI-03012E99CD02;CDE;EN;Termos e Documentacao BR;10;2026-02-17 03:22:07;Cliente;I see, and then? My email is [EMAIL].;Neutro;texto;True
CONV-033240;CLI-03012E99CD02;CDE;EN;Termos e Documentacao BR;11;2026-02-17 03:22:43;Atendente Humano;I've checked part of it, one more moment.;;texto;False
CONV-033240;CLI-03012E99CD02;CDE;EN;Termos e Documentacao BR;12;2026-02-17 03:23:48;Cliente;And how do we proceed now? My email is [EMAIL].;Neutro;texto;True
CONV-033240;CLI-03012E99CD02;CDE;EN;Termos e Documentacao BR;13;2026-02-17 03:27:15;Atendente Humano;Let me check that in the system, one moment.;;texto;False
CONV-033240;CLI-03012E99CD02;CDE;EN;Termos e Documentacao BR;14;2026-02-17 03:27:46;Atendente Humano;I've solved it in the system, all set.;;texto;False
CONV-033240;CLI-03012E99CD02;CDE;EN;Termos e Documentacao BR;15;2026-02-17 03:29:11;Cliente;[audio transcrito] Great, thank you!;Positivo;audio;False
CONV-033240;CLI-03012E99CD02;CDE;EN;Termos e Documentacao BR;16;2026-02-17 03:29:14;Atendente Humano;I'm at your disposal. Have a great day!;;texto;False
CONV-034194;CLI-7AD91D60356A;CDE;PT;Ruido / Nao-atendimento;1;2026-02-17 14:53:08;Cliente;Ja deu certo, obrigado!;Positivo;texto;False
CONV-034194;CLI-7AD91D60356A;CDE;PT;Ruido / Nao-atendimento;2;2026-02-17 14:53:20;Kenzie;Ola! Sou a Kenzie, assistente virtual do banco. Como posso ajudar? Tudo bem! Estou por aqui se precisar.;;texto;False
CONV-035559;CLI-1153A6E4B857;CDE;PT;Disparo Ativo;1;2026-02-17 08:42:15;Kenzie;Ola! Sou a Kenzie, assistente virtual do banco. Lembrete: atualize seu cadastro para manter sua conta ativa.;;texto;False
CONV-035559;CLI-1153A6E4B857;CDE;PT;Disparo Ativo;2;2026-02-17 08:43:00;Cliente;nao quero mais receber essas mensagens. 😠;Negativo;texto;False
CONV-035559;CLI-1153A6E4B857;CDE;PT;Disparo Ativo;3;2026-02-17 08:43:16;Kenzie;Sem problemas, vou remover voce dos disparos. Desculpe o incomodo.;;texto;False
CONV-035881;CLI-C77F688E557F;Correntista Nacional;PT;Investimentos CDB;1;2026-02-17 08:08:59;Cliente;Qual a diferenca entre CDB prefixado e pos-fixado?;Neutro;texto;False
CONV-035881;CLI-C77F688E557F;Correntista Nacional;PT;Investimentos CDB;2;2026-02-17 08:09:02;Kenzie;Ola! Sou a Kenzie, assistente virtual do banco. Como posso ajudar? Oferecemos CDB Prefixado, Pos-fixado e IPCA. Posso comparar os rendimentos.;;texto;False
CONV-035881;CLI-C77F688E557F;Correntista Nacional;PT;Investimentos CDB;3;2026-02-17 08:10:47;Cliente;E agora, como prosseguimos?;Neutro;texto;False
CONV-035881;CLI-C77F688E557F;Correntista Nacional;PT;Investimentos CDB;4;2026-02-17 08:11:09;Kenzie;Estou checando os detalhes aqui.;;texto;False
CONV-035881;CLI-C77F688E557F;Correntista Nacional;PT;Investimentos CDB;5;2026-02-17 08:12:14;Cliente;Ainda estou com o mesmo problema. Que servico pessimo, decepcionante. Minha conta e [CONTA].;Negativo;texto;True
CONV-035881;CLI-C77F688E557F;Correntista Nacional;PT;Investimentos CDB;6;2026-02-17 08:12:19;Kenzie;Consegui puxar a informacao, so um momento.;;texto;False
CONV-035881;CLI-C77F688E557F;Correntista Nacional;PT;Investimentos CDB;7;2026-02-17 08:12:41;Cliente;E agora, como prosseguimos?;Neutro;texto;False
CONV-035881;CLI-C77F688E557F;Correntista Nacional;PT;Investimentos CDB;8;2026-02-17 08:12:52;Kenzie;Consegui puxar a informacao, so um momento.;;texto;False
CONV-035881;CLI-C77F688E557F;Correntista Nacional;PT;Investimentos CDB;9;2026-02-17 08:14:34;Cliente;Isso nao resolveu, continua igual. Estou muito insatisfeito com o banco.;Negativo;texto;False
CONV-035881;CLI-C77F688E557F;Correntista Nacional;PT;Investimentos CDB;10;2026-02-17 08:14:42;Kenzie;Esse caso precisa de um especialista humano, ja vou transferir.;;texto;False
CONV-035881;CLI-C77F688E557F;Correntista Nacional;PT;Investimentos CDB;11;2026-02-17 08:22:46;Atendente Humano;Ola, aqui e o atendimento humano. Assumi seu caso e vou ajudar.;;texto;False
CONV-035881;CLI-C77F688E557F;Correntista Nacional;PT;Investimentos CDB;12;2026-02-17 08:23:18;Cliente;Isso nao resolveu, continua igual. Preciso disso resolvido com urgencia.;Negativo;texto;False
CONV-035881;CLI-C77F688E557F;Correntista Nacional;PT;Investimentos CDB;13;2026-02-17 08:24:25;Atendente Humano;Estou analisando o seu caso agora.;;texto;False
CONV-035881;CLI-C77F688E557F;Correntista Nacional;PT;Investimentos CDB;14;2026-02-17 08:27:16;Atendente Humano;"Precisa de analise da area de Investimentos; abri um chamado.";;texto;False
CONV-035881;CLI-C77F688E557F;Correntista Nacional;PT;Investimentos CDB;15;2026-02-17 08:28:18;Cliente;Ta, obrigado mesmo assim. Ja e a terceira vez que tento, perdendo a paciencia.;Negativo;texto;False
CONV-035881;CLI-C77F688E557F;Correntista Nacional;PT;Investimentos CDB;16;2026-02-17 08:28:25;Atendente Humano;Precisa de mais alguma coisa?;;texto;False
